chinese-moto-signs-true-001	<img src="chinese-moto-signs-true-1.png"/><br/>連續彎路先向左	X		chinese	moto	signs	true	
chinese-moto-signs-true-002	<img src="chinese-moto-signs-true-2.png"/><br/>岔路	O		chinese	moto	signs	true	
chinese-moto-signs-true-003	<img src="chinese-moto-signs-true-3.png"/><br/>路面高突	X		chinese	moto	signs	true	
chinese-moto-signs-true-004	<img src="chinese-moto-signs-true-4.png"/><br/>險降坡	O		chinese	moto	signs	true	
chinese-moto-signs-true-005	<img src="chinese-moto-signs-true-5.png"/><br/>狹橋	O		chinese	moto	signs	true	
chinese-moto-signs-true-006	<img src="chinese-moto-signs-true-6.png"/><br/>狹路	X		chinese	moto	signs	true	
chinese-moto-signs-true-007	<img src="chinese-moto-signs-true-7.png"/><br/>狹路	X		chinese	moto	signs	true	
chinese-moto-signs-true-008	<img src="chinese-moto-signs-true-8.png"/><br/>無柵門鐵路平交道	O		chinese	moto	signs	true	
chinese-moto-signs-true-009	<img src="chinese-moto-signs-true-9.png"/><br/>當心行人	O		chinese	moto	signs	true	
chinese-moto-signs-true-010	<img src="chinese-moto-signs-true-10.png"/><br/>注意號誌	X		chinese	moto	signs	true	
chinese-moto-signs-true-011	<img src="chinese-moto-signs-true-11.png"/><br/>路面顛簸	X		chinese	moto	signs	true	
chinese-moto-signs-true-012	<img src="chinese-moto-signs-true-12.png"/><br/>隧道	O		chinese	moto	signs	true	
chinese-moto-signs-true-013	<img src="chinese-moto-signs-true-13.png"/><br/>禁止自行車進入	X		chinese	moto	signs	true	
chinese-moto-signs-true-014	<img src="chinese-moto-signs-true-14.png"/><br/>讓路	O		chinese	moto	signs	true	
chinese-moto-signs-true-015	<img src="chinese-moto-signs-true-15.png"/><br/>禁止會車	O		chinese	moto	signs	true	
chinese-moto-signs-true-016	<img src="chinese-moto-signs-true-16.png"/><br/>分道	O		chinese	moto	signs	true	
chinese-moto-signs-true-017	<img src="chinese-moto-signs-true-17.png"/><br/>禁止停車	X		chinese	moto	signs	true	
chinese-moto-signs-true-018	<img src="chinese-moto-signs-true-18.png"/><br/>停車再開	O		chinese	moto	signs	true	
chinese-moto-signs-true-019	<img src="chinese-moto-signs-true-19.png"/><br/>禁止任何車輛進入	X		chinese	moto	signs	true	
chinese-moto-signs-true-020	<img src="chinese-moto-signs-true-20.png"/><br/>禁止迴車	O		chinese	moto	signs	true	
chinese-moto-signs-true-021	<img src="chinese-moto-signs-true-21.png"/><br/>禁行汽車	X		chinese	moto	signs	true	
chinese-moto-signs-true-022	<img src="chinese-moto-signs-true-22.png"/><br/>車輛寬度限制	O		chinese	moto	signs	true	
chinese-moto-signs-true-023	<img src="chinese-moto-signs-true-23.png"/><br/>禁止四輪以上汽車及機車進入	O		chinese	moto	signs	true	
chinese-moto-signs-true-024	<img src="chinese-moto-signs-true-24.png"/><br/>當心自行車	O		chinese	moto	signs	true	
chinese-moto-signs-true-025	<img src="chinese-moto-signs-true-25.png"/><br/>當心身心障礙者	O		chinese	moto	signs	true	
chinese-moto-signs-true-026	<img src="chinese-moto-signs-true-26.png"/><br/>禁止臨時停車	O		chinese	moto	signs	true	
chinese-moto-signs-true-027	<img src="chinese-moto-signs-true-27.png"/><br/>禁止停車	O		chinese	moto	signs	true	
chinese-moto-signs-true-028	<img src="chinese-moto-signs-true-28.png"/><br/>最高速限	O		chinese	moto	signs	true	
chinese-moto-signs-true-029	<img src="chinese-moto-signs-true-29.png"/><br/>右側車道縮減	O		chinese	moto	signs	true	
chinese-moto-signs-true-030	<img src="chinese-moto-signs-true-30.png"/><br/>禁止三輪車進入	X		chinese	moto	signs	true	
chinese-moto-signs-true-031	<img src="chinese-moto-signs-true-31.png"/><br/>禁止汽車進入	X		chinese	moto	signs	true	
chinese-moto-signs-true-032	<img src="chinese-moto-signs-true-32.png"/><br/>禁止自行車進入	X		chinese	moto	signs	true	
chinese-moto-signs-true-033	<img src="chinese-moto-signs-true-33.png"/><br/>車輛高度限制	O		chinese	moto	signs	true	
chinese-moto-signs-true-034	<img src="chinese-moto-signs-true-34.png"/><br/>禁止空計程車進入	O		chinese	moto	signs	true	
chinese-moto-signs-true-035	<img src="chinese-moto-signs-true-35.png"/><br/>禁止四輪以上汽車進入	O		chinese	moto	signs	true	
chinese-moto-signs-true-036	<img src="chinese-moto-signs-true-36.png"/><br/>禁止任何車輛進入	O		chinese	moto	signs	true	
chinese-moto-signs-true-037	<img src="chinese-moto-signs-true-37.png"/><br/>禁止右轉	O		chinese	moto	signs	true	
chinese-moto-signs-true-038	<img src="chinese-moto-signs-true-38.png"/><br/>危險	O		chinese	moto	signs	true	
chinese-moto-signs-true-039	<img src="chinese-moto-signs-true-39.png"/><br/>注意號誌	O		chinese	moto	signs	true	
chinese-moto-signs-true-040	<img src="chinese-moto-signs-true-40.png"/><br/>當心兒童	O		chinese	moto	signs	true	
chinese-moto-signs-true-041	<img src="chinese-moto-signs-true-41.png"/><br/>當心兒童	X		chinese	moto	signs	true	
chinese-moto-signs-true-042	<img src="chinese-moto-signs-true-42.png"/><br/>路面高突	O		chinese	moto	signs	true	
chinese-moto-signs-true-043	<img src="chinese-moto-signs-true-43.png"/><br/>連續彎路先向右	O		chinese	moto	signs	true	
chinese-moto-signs-true-044	<img src="chinese-moto-signs-true-44.png"/><br/>雙向道	O		chinese	moto	signs	true	
chinese-moto-signs-true-045	<img src="chinese-moto-signs-true-45.png"/><br/>救護站	X		chinese	moto	signs	true	
chinese-moto-signs-true-046	<img src="chinese-moto-signs-true-46.png"/><br/>岔路	O		chinese	moto	signs	true	
chinese-moto-signs-true-047	<img src="chinese-moto-signs-true-47.png"/><br/>狹路	X		chinese	moto	signs	true	
chinese-moto-signs-true-048	<img src="chinese-moto-signs-true-48.png"/><br/>狹路	O		chinese	moto	signs	true	
chinese-moto-signs-true-049	<img src="chinese-moto-signs-true-49.png"/><br/>專行車輛(四輪以上汽車專行)	O		chinese	moto	signs	true	
chinese-moto-signs-true-050	<img src="chinese-moto-signs-true-50.png"/><br/>圓環遵行方向	O		chinese	moto	signs	true	
chinese-moto-signs-true-051	<img src="chinese-moto-signs-true-51.png"/><br/>專行車輛	X		chinese	moto	signs	true	
chinese-moto-signs-true-052	<img src="chinese-moto-signs-true-52.png"/><br/>道路遵行方向	O		chinese	moto	signs	true	
chinese-moto-signs-true-053	<img src="chinese-moto-signs-true-53.png"/><br/>道路遵行方向	O		chinese	moto	signs	true	
chinese-moto-signs-true-054	<img src="chinese-moto-signs-true-54.png"/><br/>靠右行駛	O		chinese	moto	signs	true	easy
chinese-moto-signs-true-055	<img src="chinese-moto-signs-true-55.png"/><br/>慢行	O		chinese	moto	signs	true	
chinese-moto-signs-true-056	<img src="chinese-moto-signs-true-56.png"/><br/>單行道	O		chinese	moto	signs	true	
chinese-moto-signs-true-057	<img src="chinese-moto-signs-true-57.png"/><br/>救護站	O		chinese	moto	signs	true	
chinese-moto-signs-true-058	<img src="chinese-moto-signs-true-58.png"/><br/>路滑	O		chinese	moto	signs	true	
chinese-moto-signs-true-059	<img src="chinese-moto-signs-true-59.png"/><br/>禁止會車	X		chinese	moto	signs	true	
chinese-moto-signs-true-060	<img src="chinese-moto-signs-true-60.png"/><br/>省道路線編號	X		chinese	moto	signs	true	
chinese-moto-signs-true-061	<img src="chinese-moto-signs-true-61.png"/><br/>國道路線編號	O		chinese	moto	signs	true	
chinese-moto-signs-true-062	<img src="chinese-moto-signs-true-62.png"/><br/>最低速限	O		chinese	moto	signs	true	
chinese-moto-signs-true-063	<img src="chinese-moto-signs-true-63.png"/><br/>最高速限	X		chinese	moto	signs	true	
chinese-moto-signs-true-064	<img src="chinese-moto-signs-true-64.png"/><br/>道路遵行方向	X		chinese	moto	signs	true	
chinese-moto-signs-true-065	<img src="chinese-moto-signs-true-65.png"/><br/>避車彎	O		chinese	moto	signs	true	
chinese-moto-signs-true-066	<img src="chinese-moto-signs-true-66.png"/><br/>大型重型機車停車格	X		chinese	moto	signs	true	
chinese-moto-signs-true-067	<img src="chinese-moto-signs-true-67.png"/><br/>圖中橫向白色實線是指停止線	O		chinese	moto	signs	true	
chinese-moto-signs-true-068	<img src="chinese-moto-signs-true-68.png"/><br/>圖中白色雙實線是指車道線	X		chinese	moto	signs	true	
chinese-moto-signs-true-069	<img src="chinese-moto-signs-true-69.png"/><br/>近鐵路平交道線	O		chinese	moto	signs	true	
chinese-moto-signs-true-070	<img src="chinese-moto-signs-true-70.png"/><br/>圖中白色虛線是指停止線	X		chinese	moto	signs	true	
chinese-moto-signs-true-071	<img src="chinese-moto-signs-true-71.png"/><br/>近障礙物線	O		chinese	moto	signs	true	
chinese-moto-signs-true-072	<img src="chinese-moto-signs-true-72.png"/><br/>車輛停放線	O		chinese	moto	signs	true	
