chinese-car-rules-choice-001	汽車在隧道內行駛時：<br>(1) 不得開燈。<br>(2) 應開燈快行。<br>(3) 應開亮頭燈並依規定速限行駛。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-002	夜間跟隨前車行駛之車輛：<br>(1) 用近光燈。<br>(2) 用遠光燈。<br>(3) 不必開燈。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-003	汽車駕駛人最重要的是：<br>(1) 要有重視人命的道德觀念。<br>(2) 為趕時間可開快車。<br>(3) 注意沿路風景。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-004	汽車在夜間行經市區照明情況良好處應該：<br>(1) 開近光燈。<br>(2) 開遠光燈。<br>(3) 多鳴喇叭。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-005	當前燈遠光將要照射到來車駕駛人眼睛前，應：<br>(1) 改用近光燈。<br>(2) 燈光全熄。<br>(3) 仍開遠光燈。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-006	乘客遺留財物在車上，應：<br>(1) 據為己有。<br>(2) 捐贈公益團體。<br>(3) 送交附近警察機關招領。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-007	客車上下乘客應在：<br>(1) 右邊路側。<br>(2) 左邊路側。<br>(3) 任意停放即可。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-008	在內側車道行駛之汽車，利用外側車道超車：<br>(1) 不可以。<br>(2) 可以。<br>(3) 沒有規定。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-009	汽車駕駛人對乘客或貨主最優良的服務是安全、舒適、快捷，如果三者難以兼顧時，應以何者為優先：<br>(1) 舒適。<br>(2) 快捷。<br>(3) 安全。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-010	汽車駕駛人的守法是為了：<br>(1) 害怕取締處罰而守法。<br>(2) 責任、榮譽及他人和自己的安全而守法。<br>(3) 有人監督而守法。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-011	汽車駕駛人見到其他車輛或行人不良的表現，就會逞強好勝，意氣用事，性情暴躁，容易衝動，要如何去克制自己：<br>(1) 忍耐與禮讓。<br>(2) 據理力爭。<br>(3) 以牙還牙。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-012	汽車駕駛人駕車行經交通混亂繁雜的地方，或道路施工地段應：<br>(1) 加速通過。<br>(2) 按喇叭搶先通過。<br>(3) 互相禮讓。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-013	汽車油箱加油時：<br>(1) 引擎必須先熄火。<br>(2) 引擎不必熄火。<br>(3) 引擎熄火不熄火都無所謂。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-014	乘客頭手：<br>(1) 可以伸出窗外。<br>(2) 不可伸出窗外。<br>(3) 天氣熱時可以伸出窗外，天氣冷時不可伸出窗外。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-015	汽車駕駛人若想維持良好交通秩序，促進社會安全與家庭幸福應具有：<br>(1) 駕駛道德與守法精神。<br>(2) 僅重視駕駛技術。<br>(3) 不吸煙不飲酒。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-016	汽車駕駛人應：<br>(1) 僅注意技術。<br>(2) 保持安全第一。<br>(3) 為達成任務要不眠不休。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-017	我是優良駕駛員，隨時隨地遵守交通規則，希望(交通)警察為了交通安全，對於違規駕駛人應：<br>(1) 加強稽查從嚴取締。<br>(2) 不要稽查與取締。<br>(3) 只要稽查，不必取締。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-018	行車至交岔路口，並已越過行人穿越道，如果黃燈亮了，應該：<br>(1) 停車。<br>(2) 退回行人穿越道後面。<br>(3) 繼續前進。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-019	跟前車行到鐵路平交道前應該：<br>(1) 減速慢行與前車保持適當距離。<br>(2) 與平常一樣行駛。<br>(3) 加速通過平交道。	1	06	chinese	car	rules	choice
chinese-car-rules-choice-020	基於行車安全，作為一個汽車駕駛人，要重視：<br>(1) 僅汽車儀容即可。<br>(2) 安全重於時間的觀念。<br>(3) 僅交通設施即可。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-021	汽車駕駛人要確保自己和他人的安全，日常應在道德修養上下功夫，盡量：<br>(1) 克制自己，幫助他人。<br>(2) 防止他人逞強。<br>(3) 想法子對付他人。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-022	在郊外駕車時如發現有人牽著牲畜橫越道路時應：<br>(1) 按鳴喇叭，促其趕快通過。<br>(2) 加速搶越牲畜前通過。<br>(3) 減速慢行待其通過後再前進。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-023	駕車行經泥濘或積水地段正有行人行走時應：<br>(1) 減速慢行，避免污水濺及行人。<br>(2) 加速衝過積水。<br>(3) 大鳴喇叭促使行人走避。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-024	汽車行駛於道路時，駕駛人：<br>(1) 可以手持方式使用行動電話、電腦或其他相類功能裝置進行撥接、通話、數據通訊或其他有礙駕駛安全之行為。<br>(2) 不可以手持方式使用行動電話、電腦或其他相類功能裝置進行撥接、通話、數據通訊或其他有礙駕駛安全之行為。<br>(3) 路況良好時可以手持方式使用行動電話、電腦或其他相類功能裝置進行撥接、通話、數據通訊或其他有礙駕駛安全之行為。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-025	在狹路與他車交會時應：<br>(1) 搶先前進迫使對方讓路。<br>(2) 預先估計有足夠位置儘量靠邊停讓他車先行。<br>(3) 大鳴喇叭，警告對方避讓。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-026	遇老弱婦孺身心障礙者乘搭客車時應：<br>(1) 婉拒乘載。<br>(2) 待全部上車坐穩後再行開車。<br>(3) 可以加倍收費。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-027	在行車途中，如目睹發生車禍，你應該：<br>(1) 儘速駛離現場。<br>(2) 暫留現場協助救護，並向處理人員作證。<br>(3) 如有查詢謊稱未看到。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-028	在行車途中，精神疲勞稍有睡意，你應該怎麼辦：<br>(1) 提起精神，並減速慢行。<br>(2) 擦抹或服食藥物助長精神，照常行駛。<br>(3) 在最近適當路邊停車，下車稍作休息，恢復精神再開車。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-029	在雙向二車道上〝欲〞超越前行車，發現對向有來車，你應該：<br>(1) 立即減速放棄超車。<br>(2) 馬上加速搶先超越。<br>(3) 按鳴喇叭，促來車減速或避讓。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-030	雨天行車通過泥濘道路，輪胎發生打滑現象，你應該：<br>(1) 馬上踩煞車減速。<br>(2) 變換低速檔，雙手緊握方向盤，注意車尾滑向，往同方向適度操作方向盤。<br>(3) 踩油門加速通過。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-031	行車中，發覺煞車失靈應：<br>(1) 立即變換低速檔，並亮右側方向燈，作靠邊停車準備。<br>(2) 立即向路旁停靠。 <br>(3) 開亮 車頭燈，並鳴喇叭，促使前方人車注意避讓。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-032	在那種情形下，車輛可從公路行車分向線左邊行駛：<br>(1) 當道路右側停有車輛或障礙物而對向又無來車時。<br>(2) 上下坡時。<br>(3) 準備停車時。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-033	在深夜郊外道路上，空曠無車無人的情況下：<br>(1) 可以超速行車。<br>(2) 仍應按規定速限內行駛。<br>(3) 可以稍微超過限制，但不宜太快。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-034	汽車行經泥濘或積水路段，應：<br>(1) 加速通過以免陷入泥水中。<br>(2) 按鳴喇叭，促使行人避讓。<br>(3) 減速慢行，小心駕駛。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-035	行駛前發現煞車或方向盤失靈，駕駛人應：<br>(1) 減速慢行。<br>(2) 照往常一樣行駛。<br>(3) 停止行駛，車輛送修。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-036	汽車跟隨在消防車後急駛是：<br>(1) 可以。<br>(2) 不可以。<br>(3) 無規定。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-037	行車速率愈高其反應距離：<br>(1) 不變。<br>(2) 愈短。<br>(3) 愈長。	3	05	chinese	car	rules	choice
chinese-car-rules-choice-038	飲酒後可以開車嗎？：<br>(1) 不可以。<br>(2) 可以。<br>(3) 慢慢開可以。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-039	夜間行車交會，對方不變換近光燈時，應如何處理：<br>(1) 以眼還眼，也用遠光燈報復。<br>(2) 不和對方一般見識以近光燈減速行駛。<br>(3) 無所謂。	2	05	chinese	car	rules	choice
chinese-car-rules-choice-040	駕駛人在高速行車狀況下，生理上對於緊急事件之處理：<br>(1) 反應較平時遲鈍，應變能力減退。<br>(2) 和平時狀況不變。<br>(3) 比較平時更易處理。	1	05	chinese	car	rules	choice
chinese-car-rules-choice-041	載運危險物品車輛是否可進入八卦山或雪山隧道內：<br>(1) 可以。<br>(2) 不可以。<br>(3) 沒有特別規定。	2	03	chinese	car	rules	choice
chinese-car-rules-choice-042	汽車行駛於公路時，從車內向外拋擲物品、煙蒂或火種：<br>(1) 是極不道德且危險行為。<br>(2) 只要我高興有什麼不可以。<br>(3) 避免車內髒亂，應該往外丟棄。	1	03	chinese	car	rules	choice
chinese-car-rules-choice-043	長隧道內設置停車彎，其目的是供：<br>(1) 停車休息。<br>(2) 故障車輛停放。<br>(3) 前車阻路超車用。	2	03	chinese	car	rules	choice
chinese-car-rules-choice-044	汽車行駛於長隧道內：<br>(1) 可以任意變換車道。<br>(2) 不可以任意變換車道。<br>(3) 若因車道壅塞，可以變換至車輛較少之車道。	2	03	chinese	car	rules	choice
chinese-car-rules-choice-045	汽車進入長隧道遇火災發生時，應熄火停車：<br>(1) 人員留於車內並緊閉車窗待援。<br>(2) 將車門上鎖後所有人員下車逃生。<br>(3) 所有人員下車逃生，半開車窗，鑰匙留置車內並不得將車門上鎖。	3	03	chinese	car	rules	choice
chinese-car-rules-choice-046	汽車行駛於長隧道遇前方火災發生時，其逃生原則：<br>(1) 留在車內等待救援。<br>(2) 依車行反方向逃生。<br>(3) 依車行方向逃生。	2	03	chinese	car	rules	choice
chinese-car-rules-choice-047	長隧道之車行聯絡隧道（車行橫坑）：<br>(1) 供故障車輛停放。<br>(2) 危急必須開放時，車輛方得進入。<br>(3) 供一般車輛迴轉之用。	2	03	chinese	car	rules	choice
chinese-car-rules-choice-048	長隧道內若前方發生火災時，為降低火災產生黑煙之危害，逃生時如何方能避免濃煙、高溫擴散危害：<br>(1) 降低身形往車行反方向疏散。<br>(2) 降低身形往車行方向疏散。<br>(3) 快速往車行方向疏散。	1	03	chinese	car	rules	choice
chinese-car-rules-choice-049	小客車係指座位在：<br>(1) 10座以下。<br>(2)  9座以下。<br>(3)  11座以下。 之客車。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-050	汽車定期檢驗，逾期一個月以上者，應處罰：<br>(1) 罰鍰及吊扣牌照。<br>(2) 吊銷牌照。<br>(3) 罰鍰。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-051	學習駕駛證之學習駕車有效期間，自領證日起以幾年為限：<br>(1) 1年為限。<br>(2) 2年為限。<br>(3) 3年為限。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-052	考領普通汽車駕照須年滿：<br>(1) 17歲。<br>(2) 18歲。<br>(3) 19歲。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-053	考領職業汽車駕照須年滿：<br>(1) 18歲。<br>(2) 19歲。<br>(3) 20歲。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-054	小貨車必須附載隨車作業人員者，除駕駛人外，不得超過：<br>(1) 2人。<br>(2) 1人。<br>(3) 3人。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-055	汽車駕駛人，允許無駕駛執照之人，駕駛其車輛者應處罰：<br>(1) 吊扣其駕駛執照。<br>(2) 吊銷其駕駛執照。<br>(3) 吊銷其車輛牌照。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-056	汽車駕駛人駕駛汽車肇事致人受傷或死亡，應即時處理，如肇事致人重傷或死亡而逃逸者：<br>(1) 吊銷駕駛執照，並終身不得再考領。<br>(2) 應予罰鍰。<br>(3) 吊扣駕照1年。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-057	營業車(營業大客車除外)每年檢驗次數，應為：<br>(1) 出廠年份未滿5年者，每年至少檢驗1次; 5年以上者，每年至少檢驗2次。<br>(2) 出廠年份滿3年以上者，每年至少檢驗1次。<br>(3) 出廠年份未滿5年者，每年至少檢驗2次。	1	00	chinese	car	rules	choice
chinese-car-rules-choice-058	報考職業駕照者，各科及格成績：<br>(1) 交通規則70分，機械常識60分，路考70分。<br>(2) 交通規則85分，機械常識60分，路考70分。<br>(3) 交通規則85分，機械常識70分，路考70分。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-059	汽車檢驗分3種：<br>(1) 停駛、定期、臨時檢驗。<br>(2) 申請牌照、定期、臨時檢驗。<br>(3) 報廢、排煙(氣)、定期檢驗。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-060	職業駕駛執照自發照之日起每滿幾年審驗1次：<br>(1) 1年。 <br>(2) 2年。<br>(3) 3年。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-061	學習駕駛證，以學習什麼車為限：<br>(1) 小型車。 <br>(2) 大貨車。<br>(3) 大客車。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-062	領有小型車普通駕駛執照，可以駕駛：<br>(1) 自用小型車及輕型機車。<br>(2) 小客車與重型機車。<br>(3) 小客車及大貨車。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-063	工程或公用事業機構人員，佩帶服務單位證章，或其他明顯識別標記，搭乘小型貨車，不得超過：<br>(1) 5人。<br>(2) 8人。<br>(3) 4人。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-064	汽車行駛於道路上哪些人需繫安全帶：<br>(1) 汽車駕駛人。<br>(2) 前座乘客。<br>(3) 汽車駕駛人、前座及小型車後座乘客。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-065	車道專供：<br>(1) 行人。<br>(2) 車輛。<br>(3) 行人與車輛。  通行之道路。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-066	號誌是管制：<br>(1) 行進。<br>(2) 注意、停止。<br>(3) 注意、行進、停止等。 之指示訊號。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-067	領有學習駕駛證者應在何處學習駕駛：<br>(1) 駕駛學習場內或依公路或市區道路主管機關指定之道路及時間內為之。<br>(2) 快速道路上。<br>(3) 高速公路 。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-068	領有普通駕照，駕駛營業車輛營業者是：<br>(1) 違規的行為。<br>(2) 合法的行為。<br>(3) 法規並無限制。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-069	汽車行駛至交岔路口欲轉彎時，應距交岔路口多少公尺前顯示方向燈：<br>(1) 10公尺。<br>(2) 20公尺。<br>(3) 30公尺。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-070	駕駛執照破爛損毀不易辨明時，要：<br>(1) 申請換發。<br>(2) 重行考領。<br>(3) 等6年換照時再換領。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-071	汽車駕駛人將駕駛執照借供他人駕車者，應處罰：<br>(1) 吊扣其駕駛執照。<br>(2) 吊銷其駕駛執照。<br>(3) 吊銷其車輛牌照。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-072	汽車駕駛人使用偽造、變造或矇領之駕駛執照駕車者，應處：<br>(1) 罰鍰。<br>(2) 吊銷駕駛執照。<br>(3) 罰鍰、當場禁止其駕駛，並扣繳該駕駛執照。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-073	駕駛執照遺失後應：<br>(1) 重新考領駕照。<br>(2) 向公路監理機關申請補發。<br>(3) 登報作廢即可。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-074	以駕駛汽車為職業者是：<br>(1) 普通駕駛人。<br>(2) 普通駕駛人或職業駕駛人均可。<br>(3) 職業駕駛人。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-075	汽車顏色、燃料種類等，有變更時，應：<br>(1) 向公路監理機關辦理登記。<br>(2) 向警察機關辦理登記。<br>(3) 向交通部辦理登記。	1	02	chinese	car	rules	choice
chinese-car-rules-choice-076	計程車車窗玻璃上：<br>(1) 可黏貼不透明反光紙。<br>(2) 不得黏貼不透明之色紙或隔熱紙。<br>(3) 應有窗簾。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-077	自用小客車領有牌照，其出廠年份未滿幾年者，免予定期檢驗：<br>(1) 4年。<br>(2) 5年。<br>(3) 6年。	2	02	chinese	car	rules	choice
chinese-car-rules-choice-078	因患病、出國等事由，職業駕駛執照未能按時審驗時，可持原照及有關證明，向當地公路監理機關申請補辦審驗，但須在病癒或回國後：<br>(1) 1個月內。<br>(2) 3個月內。<br>(3) 6個月內。	3	02	chinese	car	rules	choice
chinese-car-rules-choice-079	申請汽車學習駕駛證，須年滿：<br>(1) 16歲。<br>(2) 18歲。<br>(3) 20歲。	2	02	chinese	car	rules	choice
