chinese-car-rules-true-001	尊重生命是駕駛道德最重要的一點，我們開車時要處處顧到行人，尤其應該注意讓老弱婦孺身心障礙者優先通行。 	O	05	chinese	car	rules	true
chinese-car-rules-true-002	遵守交通法規與秩序，只算是優良駕駛人，與駕駛道德無關。 	X	05	chinese	car	rules	true
chinese-car-rules-true-003	汽油著火時，應用滅火器、泥沙或用水浸濕棉被、衣服覆蓋撲滅。 	O	05	chinese	car	rules	true
chinese-car-rules-true-004	禮讓與寬容是駕駛道德的最好表現。 	O	05	chinese	car	rules	true
chinese-car-rules-true-005	在狹窄道路上會車，一定要互相禮讓。 	O	05	chinese	car	rules	true
chinese-car-rules-true-006	綠燈允許你依序通過，但駕駛人仍應注意違規闖紅燈的人和車。 	O	05	chinese	car	rules	true
chinese-car-rules-true-007	看見前面車禍有人受傷，沒有人管，我自已要趕路，明明看（聽） 到受傷的人在慘叫，也只有不管。 	X	05	chinese	car	rules	true
chinese-car-rules-true-008	我們在開車前仔細檢查汽車，使其保持良好性能，行駛中處處顧及行人與其他車輛，也是駕駛道德的表現。 	O	05	chinese	car	rules	true
chinese-car-rules-true-009	後面汽車為避免灰塵而超越我車，我也討厭灰塵，只有再超越前車。 	X	05	chinese	car	rules	true
chinese-car-rules-true-010	大雨使路上到處積滿污水，路邊行人雖多，但我怕阻礙後面汽車通行，只得快速通過。 	X	05	chinese	car	rules	true
chinese-car-rules-true-011	行車起駛、換檔、轉彎或煞車，都應顧及乘客的安全和舒適，還要注意路上車輛及行人的安全。 	O	05	chinese	car	rules	true
chinese-car-rules-true-012	隨便按鳴喇叭，製造噪音，是不道德的行為。 	O	05	chinese	car	rules	true
chinese-car-rules-true-013	一個人飲酒後，雖然視力、聽覺以及判斷能力，都會變為遲鈍，但在其本人的感覺來說，卻很舒暢，所以酒後可以駕駛汽車。 	X	05	chinese	car	rules	true
chinese-car-rules-true-014	汽車拋錨在快車道上，雖然往來車輛甚多，對造成塞車和影響交通安全很大，但為了爭取自己的時間，只有等我趕快修好再開走。 	X	05	chinese	car	rules	true
chinese-car-rules-true-015	我開車有多年經驗，技術熟練有把握，所以在開車時經常和人談笑歌唱，這是技術表現，對行車安全毫無影響。 	X	05	chinese	car	rules	true
chinese-car-rules-true-016	假使我是開客車，更要處處小心謹慎，因為人命關天，乘客的生命都操縱在我的手上。 	O	05	chinese	car	rules	true
chinese-car-rules-true-017	因為我開車開得太久了，曉得開快車的危險可怕，即使乘客要求開快車趕路，但我為了行車安全，還是不能答應，並將危險可怕的教訓告訴他。 	O	05	chinese	car	rules	true
chinese-car-rules-true-018	開車的人如果沒有駕駛道德，是他自己的不幸，也是大家的不幸。 	O	05	chinese	car	rules	true
chinese-car-rules-true-019	遇有老弱婦孺身心障礙者搭乘計程車時，可以增加收費。 	X	05	chinese	car	rules	true
chinese-car-rules-true-020	夜間會車時應使用近光燈。 	O	02	chinese	car	rules	true
