chinese-moto-signs-choice-001	<img src="chinese-moto-signs-choice-1.png"/><br/><br/>(1) 右彎<br/>(2) 左彎<br/>(3) 連續彎路先向右。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-002	<img src="chinese-moto-signs-choice-2.png"/><br/><br/>(1) 左彎<br/>(2) 右彎<br/>(3) 連續彎路先向左。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-003	<img src="chinese-moto-signs-choice-3.png"/><br/><br/>(1) 連續彎路先向右<br/>(2) 左彎<br/>(3) 右彎。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-004	<img src="chinese-moto-signs-choice-4.png"/><br/><br/>(1) 連續彎路先向左<br/>(2) 右彎<br/>(3) 左彎。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-005	<img src="chinese-moto-signs-choice-5.png"/><br/><br/>(1) 雙向道<br/>(2) 救護站<br/>(3) 岔路。	3		chinese	moto	signs	choice	
chinese-moto-signs-choice-006	<img src="chinese-moto-signs-choice-6.png"/><br/><br/>(1) 岔路<br/>(2) 雙向道<br/>(3) 禁止行人通行。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-007	<img src="chinese-moto-signs-choice-7.png"/><br/><br/>(1) 狹路<br/>(2) 狹橋<br/>(3) 路寬變更線。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-008	<img src="chinese-moto-signs-choice-8.png"/><br/><br/>(1) 右側車道縮減 <br/>(2) 左側車道縮減<br/>(3) 狹路。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-009	<img src="chinese-moto-signs-choice-9.png"/><br/><br/>(1) 右側車道縮減<br/>(2) 狹路<br/>(3) 匝道會車。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-010	<img src="chinese-moto-signs-choice-10.png"/><br/><br/>(1) 狹路<br/>(2) 雙向道<br/>(3) 岔路。	3		chinese	moto	signs	choice	
chinese-moto-signs-choice-011	<img src="chinese-moto-signs-choice-11.png"/><br/><br/>(1) )險升坡<br/>(2) 險降坡<br/>(3) 碼頭。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-012	<img src="chinese-moto-signs-choice-12.png"/><br/><br/>(1) 單行道<br/>(2) 雙向道<br/>(3) 狹路。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-013	<img src="chinese-moto-signs-choice-13.png"/><br/><br/>(1) 彎路<br/>(2) 圓環<br/>(3) 遵行方向。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-014	<img src="chinese-moto-signs-choice-14.png"/><br/><br/>(1) 雙向道<br/>(2) 狹橋<br/>(3) 狹路。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-015	<img src="chinese-moto-signs-choice-15.png"/><br/><br/>(1) 路面顛簸<br/>(2) 坡道<br/>(3) 路面高突。	3		chinese	moto	signs	choice	
chinese-moto-signs-choice-016	<img src="chinese-moto-signs-choice-16.png"/><br/><br/>(1) 無柵門鐵路平交道<br/>(2) 有柵門鐵路平交道<br/>(3) 禁止汽車進入。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-017	<img src="chinese-moto-signs-choice-17.png"/><br/><br/>(1) 禁止汽車進入<br/>(2) 無柵門鐵路平交道<br/>(3) 有柵門鐵路平交道。	3		chinese	moto	signs	choice	easy
chinese-moto-signs-choice-018	<img src="chinese-moto-signs-choice-18.png"/><br/><br/>(1) 岔路<br/>(2) 此路不通<br/>(3) 匝道會車。	3		chinese	moto	signs	choice	
chinese-moto-signs-choice-019	<img src="chinese-moto-signs-choice-19.png"/><br/><br/>(1) 岔路<br/>(2) 匝道會車 <br/>(3) 狹橋。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-020	<img src="chinese-moto-signs-choice-20.png"/><br/><br/>(1) 右側斷崖<br/>(2) 碼頭、堤岸<br/>(3) 危險。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-021	<img src="chinese-moto-signs-choice-21.png"/><br/><br/>(1) 路面高突<br/>(2) 路滑<br/>(3) 禁止超車。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-022	<img src="chinese-moto-signs-choice-22.png"/><br/><br/>(1) 狹路<br/>(2) 隧道<br/>(3) 狹橋。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-023	<img src="chinese-moto-signs-choice-23.png"/><br/><br/>(1) 注意右側落石<br/>(2) 斷崖<br/>(3) 注意左側落石。	3		chinese	moto	signs	choice	
chinese-moto-signs-choice-024	<img src="chinese-moto-signs-choice-24.png"/><br/><br/>(1) 注意右側落石<br/>(2) 注意左側落石<br/>(3) 危險路面。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-025	<img src="chinese-moto-signs-choice-25.png"/><br/><br/>(1) 右側斷崖<br/>(2) 碼頭堤岸<br/>(3) 注意右側落石。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-026	<img src="chinese-moto-signs-choice-26.png"/><br/><br/>(1) 警告號誌<br/>(2) 危險<br/>(3) 慢行。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-027	<img src="chinese-moto-signs-choice-27.png"/><br/><br/>(1) 停車再開<br/>(2) 當心台車<br/>(3) 當心行人。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-028	<img src="chinese-moto-signs-choice-28.png"/><br/><br/>(1) 當心行人<br/>(2) 當心兒童<br/>(3) 禁止行人通行。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-029	<img src="chinese-moto-signs-choice-29.png"/><br/><br/>(1) 當心兒童<br/>(2) 當心行人<br/>(3) 禁止行人通行。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-030	<img src="chinese-moto-signs-choice-30.png"/><br/><br/>(1) 注意號誌<br/>(2) 危險<br/>(3) 行車管制號誌。	1		chinese	moto	signs	choice	
chinese-moto-signs-choice-031	<img src="chinese-moto-signs-choice-31.png"/><br/><br/>(1) 路面高突<br/>(2) 路面顛簸<br/>(3) 修路。	2		chinese	moto	signs	choice	
chinese-moto-signs-choice-032	<img src="chinese-moto-signs-choice-32.png"/><br/><br/>(1) 停車再開<br/>(2) 讓路<br/>(3) 慢行。	3		chinese	moto	signs	choice	
