english-car-signs-true-001	<img src="english-car-signs-true-1.png"><br>Winding road, right turn ahead	O		english	car	signs	true
english-car-signs-true-002	<img src="english-car-signs-true-2.png"><br>Winding road, left turn ahead	X		english	car	signs	true
english-car-signs-true-003	<img src="english-car-signs-true-3.png"><br>Crossroads ahead	O		english	car	signs	true
english-car-signs-true-004	<img src="english-car-signs-true-4.png"><br>First-aid station	X		english	car	signs	true
english-car-signs-true-005	<img src="english-car-signs-true-5.png"><br>Road narrows	O		english	car	signs	true
english-car-signs-true-006	<img src="english-car-signs-true-6.png"><br>Narrow bridge	X		english	car	signs	true
english-car-signs-true-007	<img src="english-car-signs-true-7.png"><br>Steep uphill ahead	O		english	car	signs	true
english-car-signs-true-008	<img src="english-car-signs-true-8.png"><br>Steep downgrade ahead	X		english	car	signs	true
english-car-signs-true-009	<img src="english-car-signs-true-9.png"><br>Narrow bridge	O		english	car	signs	true
english-car-signs-true-010	<img src="english-car-signs-true-10.png"><br>Narrow road	X		english	car	signs	true
english-car-signs-true-011	<img src="english-car-signs-true-11.png"><br>Circular intersection	O		english	car	signs	true
english-car-signs-true-012	<img src="english-car-signs-true-12.png"><br>Circular intersection, follow directions	X		english	car	signs	true
english-car-signs-true-013	<img src="english-car-signs-true-13.png"><br>Two-way	O		english	car	signs	true
english-car-signs-true-014	<img src="english-car-signs-true-14.png"><br>Narrow road	X		english	car	signs	true
english-car-signs-true-015	<img src="english-car-signs-true-15.png"><br>Railroad crossing without gate	O		english	car	signs	true
english-car-signs-true-016	<img src="english-car-signs-true-16.png"><br>Railroad crossing with gate	X		english	car	signs	true
english-car-signs-true-017	<img src="english-car-signs-true-17.png"><br>Watch out for pedestrians	O		english	car	signs	true
english-car-signs-true-018	<img src="english-car-signs-true-18.png"><br>Watch out for children	X		english	car	signs	true
english-car-signs-true-019	<img src="english-car-signs-true-19.png"><br>Watch out for heavy wind	O		english	car	signs	true
english-car-signs-true-020	<img src="english-car-signs-true-20.png"><br>Watch for signs	X		english	car	signs	true
english-car-signs-true-021	<img src="english-car-signs-true-21.png"><br>Watch out for children	O		english	car	signs	true
english-car-signs-true-022	<img src="english-car-signs-true-22.png"><br>Watch out for pedestrians	X		english	car	signs	true
english-car-signs-true-023	<img src="english-car-signs-true-23.png"><br>Steep drop-off on the left	O		english	car	signs	true
english-car-signs-true-024	<img src="english-car-signs-true-24.png"><br>Watch out for falling rocks	X		english	car	signs	true
english-car-signs-true-025	<img src="english-car-signs-true-25.png"><br>Danger	O		english	car	signs	true
english-car-signs-true-026	<img src="english-car-signs-true-26.png"><br>Watch out for traffic signals	X		english	car	signs	true
english-car-signs-true-027	<img src="english-car-signs-true-27.png"><br>Stop and go	O		english	car	signs	true
english-car-signs-true-028	<img src="english-car-signs-true-28.png"><br>No parking	X		english	car	signs	true
english-car-signs-true-029	<img src="english-car-signs-true-29.png"><br>Yield	O		english	car	signs	true
english-car-signs-true-030	<img src="english-car-signs-true-30.png"><br>Slow	X		english	car	signs	true
english-car-signs-true-031	<img src="english-car-signs-true-31.png"><br>No parking	O		english	car	signs	true
english-car-signs-true-032	<img src="english-car-signs-true-32.png"><br>Stop and go	X		english	car	signs	true
english-car-signs-true-033	<img src="english-car-signs-true-33.png"><br>No motor vehicles with 4 or more wheels	O		english	car	signs	true
english-car-signs-true-034	<img src="english-car-signs-true-34.png"><br>No entry	X		english	car	signs	true
english-car-signs-true-035	<img src="english-car-signs-true-35.png"><br>No U-turn	O		english	car	signs	true
english-car-signs-true-036	<img src="english-car-signs-true-36.png"><br>No left turn	X		english	car	signs	true
english-car-signs-true-037	<img src="english-car-signs-true-37.png"><br>Motor vehicles with four or more wheels and motorcycles prohibited	O		english	car	signs	true
english-car-signs-true-038	<img src="english-car-signs-true-38.png"><br>Motor vehicles with four or more wheels prohibited	X		english	car	signs	true
english-car-signs-true-039	<img src="english-car-signs-true-39.png"><br>Vehicle height limit	O		english	car	signs	true
english-car-signs-true-040	<img src="english-car-signs-true-40.png"><br>Vehicle width limit	X		english	car	signs	true
english-car-signs-true-041	<img src="english-car-signs-true-41.png"><br>Stop for inspection	O		english	car	signs	true
english-car-signs-true-042	<img src="english-car-signs-true-42.png"><br>No parking	X		english	car	signs	true
english-car-signs-true-043	<img src="english-car-signs-true-43.png"><br>Maximum speed	O		english	car	signs	true
english-car-signs-true-044	<img src="english-car-signs-true-44.png"><br>Minimum speed	X		english	car	signs	true
english-car-signs-true-045	<img src="english-car-signs-true-45.png"><br>Checkpoint! Stop for inspection	O		english	car	signs	true
english-car-signs-true-046	<img src="english-car-signs-true-46.png"><br>Stop and go	X		english	car	signs	true
english-car-signs-true-047	<img src="english-car-signs-true-47.png"><br>No passing	O		english	car	signs	true
english-car-signs-true-048	<img src="english-car-signs-true-48.png"><br>Single lane road	X		english	car	signs	true
english-car-signs-true-049	<img src="english-car-signs-true-49.png"><br>Minimum speed limit	O		english	car	signs	true
english-car-signs-true-050	<img src="english-car-signs-true-50.png"><br>Maximum speed limit	X		english	car	signs	true
english-car-signs-true-051	<img src="english-car-signs-true-51.png"><br>Watch out for the disabled	O		english	car	signs	true
english-car-signs-true-052	<img src="english-car-signs-true-52.png"><br>Watch out for children	X		english	car	signs	true
english-car-signs-true-053	<img src="english-car-signs-true-53.png"><br>No temporary parking	O		english	car	signs	true
english-car-signs-true-054	<img src="english-car-signs-true-54.png"><br>No parking	X		english	car	signs	true
english-car-signs-true-055	<img src="english-car-signs-true-55.png"><br>Bus only	O		english	car	signs	true
english-car-signs-true-056	<img src="english-car-signs-true-56.png"><br>Vehicle length limit	X		english	car	signs	true
english-car-signs-true-057	<img src="english-car-signs-true-57.png"><br>Vehicle width limit	O		english	car	signs	true
english-car-signs-true-058	<img src="english-car-signs-true-58.png"><br>Vehicle length limit	X		english	car	signs	true
english-car-signs-true-059	<img src="english-car-signs-true-59.png"><br>Stop for weighing	O		english	car	signs	true
english-car-signs-true-060	<img src="english-car-signs-true-60.png"><br>Vehicle gross weight limit	X		english	car	signs	true
english-car-signs-true-061	<img src="english-car-signs-true-61.png"><br>Taxis with no passengers prohibited	O		english	car	signs	true
english-car-signs-true-062	<img src="english-car-signs-true-62.png"><br>Vehicles prohibited	X		english	car	signs	true
english-car-signs-true-063	<img src="english-car-signs-true-63.png"><br>Do not enter	O		english	car	signs	true
english-car-signs-true-064	<img src="english-car-signs-true-64.png"><br>Dead end	X		english	car	signs	true
english-car-signs-true-065	<img src="english-car-signs-true-65.png"><br>Dip ahead	O		english	car	signs	true
english-car-signs-true-066	<img src="english-car-signs-true-66.png"><br>Bumpy road	X		english	car	signs	true
english-car-signs-true-067	<img src="english-car-signs-true-67.png"><br>Watch out for traffic signals	O		english	car	signs	true
english-car-signs-true-068	<img src="english-car-signs-true-68.png"><br>Traffic control signal	X		english	car	signs	true
english-car-signs-true-069	<img src="english-car-signs-true-69.png"><br>Bump ahead	O		english	car	signs	true
english-car-signs-true-070	<img src="english-car-signs-true-70.png"><br>Bumpy road ahead	X		english	car	signs	true
english-car-signs-true-071	<img src="english-car-signs-true-71.png"><br>Follow the traffic flow	O		english	car	signs	true
english-car-signs-true-072	<img src="english-car-signs-true-72.png"><br>One-way road	X		english	car	signs	true
english-car-signs-true-073	<img src="english-car-signs-true-73.png"><br>Follow the signs for left and right turns	O		english	car	signs	true
english-car-signs-true-074	<img src="english-car-signs-true-74.png"><br>Road forks ahead	X		english	car	signs	true
english-car-signs-true-075	<img src="english-car-signs-true-75.png"><br>First-aid station	O		english	car	signs	true
english-car-signs-true-076	<img src="english-car-signs-true-76.png"><br>Hospital	X		english	car	signs	true
english-car-signs-true-077	<img src="english-car-signs-true-77.png"><br>Winding road veers left ahead	O		english	car	signs	true
english-car-signs-true-078	<img src="english-car-signs-true-78.png"><br>Winding road veers right ahead	X		english	car	signs	true
english-car-signs-true-079	<img src="english-car-signs-true-79.png"><br>T Intersection	O		english	car	signs	true
english-car-signs-true-080	<img src="english-car-signs-true-80.png"><br>Dead end	X		english	car	signs	true
english-car-signs-true-081	<img src="english-car-signs-true-81.png"><br>Traffic flow direction	O		english	car	signs	true
english-car-signs-true-082	<img src="english-car-signs-true-82.png"><br>One way	X		english	car	signs	true
english-car-signs-true-083	<img src="english-car-signs-true-83.png"><br>Right turn	O		english	car	signs	true
english-car-signs-true-084	<img src="english-car-signs-true-84.png"><br>Traffic flow direction	X		english	car	signs	true
english-car-signs-true-085	<img src="english-car-signs-true-85.png"><br>Passing bay	O		english	car	signs	true
english-car-signs-true-086	<img src="english-car-signs-true-86.png"><br>Narrow road	X		english	car	signs	true
english-car-signs-true-087	<img src="english-car-signs-true-87.png"><br>Keep right	O		english	car	signs	true
english-car-signs-true-088	<img src="english-car-signs-true-88.png"><br>Keep left	X		english	car	signs	true
english-car-signs-true-089	<img src="english-car-signs-true-89.png"><br>One way	O		english	car	signs	true
english-car-signs-true-090	<img src="english-car-signs-true-90.png"><br>Traffic flow direction	X		english	car	signs	true
english-car-signs-true-091	<img src="english-car-signs-true-91.png"><br>Provincial road	O		english	car	signs	true
english-car-signs-true-092	<img src="english-car-signs-true-92.png"><br>National road	X		english	car	signs	true
english-car-signs-true-093	<img src="english-car-signs-true-93.png"><br>County road	O		english	car	signs	true
english-car-signs-true-094	<img src="english-car-signs-true-94.png"><br>Provincial road	X		english	car	signs	true
english-car-signs-true-095	<img src="english-car-signs-true-95.png"><br>National road	O		english	car	signs	true
