english-moto-rules-choice-001	If you are in a hurry, <br>(1)  you may speed. <br>(2)  you don't have to obey the traffic rules. <br>(3)  you still have to comply with the traffic rules. 	3	11	english	moto	rules	choice	easy
english-moto-rules-choice-002	Defensive driving refers to <br>(1) drive reasonablely and carefully to prevent accidents <br>(2) excellent driving skills <br>(3) good lifestyle.	1	11	english	moto	rules	choice	easy
english-moto-rules-choice-003	The higher the speed, the longer the braking distance. If the speed doubles, the required braking distance <br>(1)  doubles. <br>(2)  is 4 times greater. <br>(3)  is 8 times greater. 	2	11	english	moto	rules	choice	hard
english-moto-rules-choice-004	As speed increases, the driver's field of view <br>(1)  remains the same. <br>(2)  becomes narrower. <br>(3)  becomes wider. 	2	11	english	moto	rules	choice	
english-moto-rules-choice-005	Drivers are required to use their headlights at night. If driving in a well-lit urban area, drivers may <br>(1)  wear sunglasses. <br>(2)  use their high-beam headlights. <br>(3)  use their low-beam headlights. 	3	11	english	moto	rules	choice	
english-moto-rules-choice-006	When driving on flooded road, drivers should <br>(1)  reduce their speed. <br>(2)  speed up to pass through the water quickly. <br>(3)  use their brakes as often as possible. 	1	11	english	moto	rules	choice	
english-moto-rules-choice-007	After an accident, <br>(1) remain at the scene and call the police <br>(2) not my problem, so hurry and leave <br>(3) argue with the victim in order to be free from any responsibility.	1	11	english	moto	rules	choice	easy
english-moto-rules-choice-008	If you have any objection to the liability report made by the accident assessment committee, <br>(1)  you should just obey it. <br>(2)  you may request the reassessment authority review your case. <br>(3)  you may take legal action. 	2	11	english	moto	rules	choice	
english-moto-rules-choice-009	When changing lanes, in order to prevent accidents resulting from the blind spots, <br>(1) use the turn signal in advance before turning, check through mirrors and turn your head around <br>(2) focus on the traffic ahead <br>(3) maintain a safe following distance from vehicle ahead.	1	11	english	moto	rules	choice	
english-moto-rules-choice-010	Which of the following best matches the concept of defensive driving ? <br>(1) Even if you follow the traffic regulations, you must take precautions and stay safe from possible accidents caused by others <br>(2) Find a car that is crash-resistant, and reinforce its safety equipment <br>(3) Ride in the middle of the road so everyone can see you.	1	11	english	moto	rules	choice	
