english-moto-signs-choice-001	<img src="english-moto-signs-choice-1.png"><br><br>(1)  Right turn <br>(2)  Left turn <br>(3)  Winding road, right turn ahead 	1		english	moto	signs	choice	
english-moto-signs-choice-002	<img src="english-moto-signs-choice-2.png"><br><br>(1)  Left turn <br>(2)  Right turn <br>(3)  Winding road, left turn ahead 	1		english	moto	signs	choice	
english-moto-signs-choice-003	<img src="english-moto-signs-choice-3.png"><br><br>(1)  Winding road, right turn ahead <br>(2)  Left turn <br>(3)  Right turn 	1		english	moto	signs	choice	
english-moto-signs-choice-004	<img src="english-moto-signs-choice-4.png"><br><br>(1)  Winding road, left turn ahead <br>(2)  Right turn <br>(3)  Left turn 	1		english	moto	signs	choice	
english-moto-signs-choice-005	<img src="english-moto-signs-choice-5.png"><br><br>(1)  Two-way <br>(2)  First-aid station <br>(3)  Crossroads 	3		english	moto	signs	choice	
english-moto-signs-choice-006	<img src="english-moto-signs-choice-6.png"><br><br>(1)  T intersection ahead <br>(2)  Two-way <br>(3)  Pedestrians prohibited 	1		english	moto	signs	choice	
english-moto-signs-choice-007	<img src="english-moto-signs-choice-7.png"><br><br>(1)  Road narrows <br>(2)  Narrow bridge <br>(3)  Road width changes 	1		english	moto	signs	choice	
english-moto-signs-choice-008	<img src="english-moto-signs-choice-8.png"><br><br>(1) Right Lane Ends <br>(2) Left Lane Ends <br>(3) Narrow road.	2		english	moto	signs	choice	
english-moto-signs-choice-009	<img src="english-moto-signs-choice-9.png"><br><br>(1)  Right lane narrows<br>(2)  Narrow road <br>(3)  Lane merges 	1		english	moto	signs	choice	
english-moto-signs-choice-010	<img src="english-moto-signs-choice-10.png"><br><br>(1) Narrow road <br>(2) Two-way <br>(3) Y intersection.	3		english	moto	signs	choice	
english-moto-signs-choice-011	<img src="english-moto-signs-choice-11.png"><br><br>(1)  Steep hill <br>(2)  Steep downgrade <br>(3)  Wharf 	1		english	moto	signs	choice	
english-moto-signs-choice-012	<img src="english-moto-signs-choice-12.png"><br><br>(1)  One way <br>(2)  Two-way road <br>(3)  Narrow road 	2		english	moto	signs	choice	
english-moto-signs-choice-013	<img src="english-moto-signs-choice-13.png"><br><br>(1)  Road curves <br>(2)  Circular intersection <br>(3)  Follow the traffic flow 	2		english	moto	signs	choice	
english-moto-signs-choice-014	<img src="english-moto-signs-choice-14.png"><br><br>(1)  Two-way road <br>(2)  Narrow bridge <br>(3)  Narrow road 	2		english	moto	signs	choice	
english-moto-signs-choice-015	<img src="english-moto-signs-choice-15.png"><br><br>(1)  Bumpy road <br>(2)  Steep incline <br>(3)  Bump ahead 	3		english	moto	signs	choice	
english-moto-signs-choice-016	<img src="english-moto-signs-choice-16.png"><br><br>(1)  No-gate railroad crossing <br>(2)  Gated railroad crossing <br>(3)  Cars prohibited 	1		english	moto	signs	choice	
english-moto-signs-choice-017	<img src="english-moto-signs-choice-17.png"><br><br>(1)  Cars prohibited <br>(2)  No-gate railroad crossing <br>(3)  Gated railroad crossing 	3		english	moto	signs	choice	easy
english-moto-signs-choice-018	<img src="english-moto-signs-choice-18.png"><br><br>(1)  Crossroads ahead <br>(2)  Dead end road <br>(3)  Lanes merge ahead 	3		english	moto	signs	choice	
english-moto-signs-choice-019	<img src="english-moto-signs-choice-19.png"><br><br>(1) Intersection <br>(2) Merging traffic <br>(3) Narrow bridge.	2		english	moto	signs	choice	
english-moto-signs-choice-020	<img src="english-moto-signs-choice-20.png"><br><br>(1)  Steep drop off on right <br>(2)  Wharf embankment <br>(3)  Danger 	2		english	moto	signs	choice	
english-moto-signs-choice-021	<img src="english-moto-signs-choice-21.png"><br><br>(1)  Bump ahead <br>(2)  Slippery road <br>(3)  Passing prohibited 	2		english	moto	signs	choice	
english-moto-signs-choice-022	<img src="english-moto-signs-choice-22.png"><br><br>(1)  Narrow road <br>(2)  Tunnel <br>(3)  Narrow bridge 	2		english	moto	signs	choice	
english-moto-signs-choice-023	<img src="english-moto-signs-choice-23.png"><br><br>(1)  Falling rocks on right <br>(2)  Steep drop-off <br>(3)  Falling rocks on left 	3		english	moto	signs	choice	
english-moto-signs-choice-024	<img src="english-moto-signs-choice-24.png"><br><br>(1) Falling Rocks (Right) <br>(2) Falling Rocks (Left) <br>(3) Hazardous road.	1		english	moto	signs	choice	
english-moto-signs-choice-025	<img src="english-moto-signs-choice-25.png"><br><br>(1) Cliffs on the right <br>(2) Wharf <br>(3) Beware of falling rocks on the right.	1		english	moto	signs	choice	
english-moto-signs-choice-026	<img src="english-moto-signs-choice-26.png"><br><br>(1)  Warning signal <br>(2)  Danger <br>(3)  Slow down 	2		english	moto	signs	choice	
english-moto-signs-choice-027	<img src="english-moto-signs-choice-27.png"><br><br>(1)  Make full stop then proceed <br>(2)  Watch out for trolley <br>(3)  Watch out for pedestrians 	2		english	moto	signs	choice	
english-moto-signs-choice-028	<img src="english-moto-signs-choice-28.png"><br><br>(1)  Watch out for pedestrians <br>(2)  Watch out for children <br>(3)  Pedestrians prohibited 	2		english	moto	signs	choice	
english-moto-signs-choice-029	<img src="english-moto-signs-choice-29.png"><br><br>(1)  Watch out for children <br>(2)  Watch out for pedestrians <br>(3)  Pedestrians prohibited 	2		english	moto	signs	choice	
english-moto-signs-choice-030	<img src="english-moto-signs-choice-30.png"><br><br>(1) Watch out for traffic signals <br>(2) Danger <br>(3) Traffic control signal 	1		english	moto	signs	choice	
english-moto-signs-choice-031	<img src="english-moto-signs-choice-31.png"><br><br>(1)  Bump ahead<br>(2)  Bumpy road <br>(3)  Road construction 	2		english	moto	signs	choice	
english-moto-signs-choice-032	<img src="english-moto-signs-choice-32.png"><br><br>(1)  Make full stop then proceed <br>(2)  Yield <br>(3)  Slow down 	3		english	moto	signs	choice	
english-moto-signs-choice-033	<img src="english-moto-signs-choice-33.png"><br><br>(1)  Minimum speed limit <br>(2)  Maximum speed limit <br>(3)  Vehicle gross weight limit 	2		english	moto	signs	choice	
english-moto-signs-choice-034	<img src="english-moto-signs-choice-34.png"><br><br>(1)  No parking <br>(2)  No stopping <br>(3)  No passing 	1		english	moto	signs	choice	
